State,Agency Type,Agency Name,Population,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Persons,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Property,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society,Crimes Against Society
State,Agency Type,Agency Name,Population,Assault Offenses,Aggravated Assault,Simple Assault,Intimidation,Homicide Offenses,Murder and Nonnegligent Manslaughter,Negligent Manslaughter,Justifiable Homicide,Kidnapping Abduction,Sex Offenses,Rape,Sodomy,Sexual Assault With An Object,Fondling,"Sex Offenses, Nonforcible",Incest,Statutory Rape,Arson,Bribery,Burglary Breaking & Entering,Counter- feiting Forgery,Destruction Damage Vandalism,Embezzle- ment,Extortion Blackmail,Fraud Offenses,False Pretenses Swindle Confidence Game,Credit Card Automated Teller Machine Fraud,Imperson- ation,Welfare Fraud,Wire Fraud,Larceny- Theft Offenses,Pocket- picking,Purse- snatching,Shop- lifting,Theft From Building,Theft From Coin- operated Machine,Theft From Motor Vehicle,Theft of Motor Vehicle Parts or Accessories,All Other Larceny,Motor Vehicle Theft,Robbery,Stolen Property Offenses,Drug Narcotic Offenses,Drug Narcotic Violations,Drug Equipment Violations,Gambling Offenses,Betting Wagering,Operating Promoting Assisting Gambling,Gambling Equipment Violations,Sports Tampering,Porno- graphy Obscene Material,Prost- itution Offenses,Prost- itution,Assisting or Pro- moting Prost- itution,Weapon Law Violations
WEST VIRGINIA,Cities,Paden City,2601,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Parkersburg,31558,661,106,475,80,1,1,,,6,36,20,,,16,,,,25,,433,52,623,8,,138,64,65,9,,,1241,4,3,260,84,5,298,9,578,70,23,11,143,143,,,,,,,5,,,,15
WEST VIRGINIA,Cities,Parsons,1452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Pennsboro,1161,4,1,3,,,,,,,,,,,,,,,,,,,2,,,,,,,,,1,,,,,,1,,,,,,3,3,,,,,,,,,,,
WEST VIRGINIA,Cities,Philippi,2955,36,33,1,2,,,,,,,,,,,,,,,,12,2,29,,,1,1,,,,,11,,,8,,,1,,2,,,,7,7,,,,,,,,,,,3
WEST VIRGINIA,Cities,Point Pleasant,4343,58,5,47,6,1,1,,,1,1,1,,,,,,,,,32,5,51,,,12,11,,1,,,105,,,9,3,,27,,66,7,,,11,8,3,,,,,,,,,,1
WEST VIRGINIA,Cities,Princeton,6453,227,55,141,31,4,3,,1,1,5,1,,1,3,,,,1,,114,11,148,2,,21,11,7,1,1,1,343,,,115,15,1,23,4,185,4,16,,33,33,,,,,,,1,15,15,,
WEST VIRGINIA,Cities,Ravenswood,3876,42,7,31,4,,,,,,1,,,,1,1,1,,,,9,3,43,1,,6,3,,3,,,60,,,14,32,,10,,4,2,2,,19,19,,,,,,,,,,,4
WEST VIRGINIA,Cities,Reedsville,597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Ridgeley,675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Ripley,3255,15,,13,2,,,,,,2,,,,2,,,,,,1,,,,,1,1,,,,,10,,,,1,,2,,7,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Romney,1837,2,1,,1,,,,,,,,,,,,,,,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Ronceverte,1781,15,,13,2,,,,,,1,,,,1,,,,,,5,1,8,,,3,3,,,,,8,,,,3,,,2,3,1,,,1,1,,,,,,,,,,,
WEST VIRGINIA,Cities,Shepherdstown,1749,9,,9,,,,,,,,,,,,1,,1,,,2,3,6,1,,,,,,,,13,,,,1,,1,,11,,1,,2,2,,,,,,,,,,,
WEST VIRGINIA,Cities,Shinnston,2213,24,7,15,2,,,,,,,,,,,,,,1,,10,,18,,,1,1,,,,,34,,,2,,,2,,30,,,,25,22,3,,,,,,,,,,1
WEST VIRGINIA,Cities,Sistersville,1383,17,,12,5,,,,,,,,,,,,,,,,4,,2,,,2,1,,1,,,16,,1,1,1,,,2,11,,,,6,6,,,,,,,,,,,
WEST VIRGINIA,Cities,Sophia,1348,63,4,43,16,,,,,1,2,1,,1,,,,,,,22,3,34,,,4,4,,,,,46,,,12,3,,9,1,21,3,1,2,36,36,,,,,,,,,,,2
WEST VIRGINIA,Cities,South Charleston,13396,240,56,168,16,1,,1,,3,13,3,1,4,5,1,1,,1,,66,23,130,6,,37,16,20,1,,,429,1,3,135,7,,55,5,223,17,15,22,210,207,3,,,,,,,,,,23
WEST VIRGINIA,Cities,Spencer,2311,32,1,26,5,,,,,,,,,,,,,,,,13,6,19,,,7,6,,1,,,58,,,20,13,,7,,18,,,,12,12,,,,,,,,,,,2
WEST VIRGINIA,Cities,St. Albans,11001,111,15,86,10,,,,,4,7,,3,2,2,2,1,1,1,1,81,11,100,2,,27,14,10,1,1,1,368,,1,162,7,,60,5,133,25,9,11,58,54,4,,,,,,,,,,10
WEST VIRGINIA,Cities,Stonewood,1814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Summersville,3576,54,42,3,9,,,,,,,,,,,1,1,,2,,9,4,16,1,,4,1,3,,,,108,,,57,,,4,4,43,5,,2,48,46,2,,,,,,,,,,1
WEST VIRGINIA,Cities,Terra Alta,1487,1,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Triadelphia,804,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
WEST VIRGINIA,Cities,Vienna,10770,79,9,63,7,,,,,,2,1,,,1,,,,,,19,8,26,5,,19,6,12,1,,,273,,,139,,,29,1,104,3,3,,24,23,1,,,,,,,,,,1
WEST VIRGINIA,Cities,Wayne,1425,5,,5,,,,,,,,,,,,,,,,,2,,,,,,,,,,,8,,,,,,,,8,,,,1,1,,,,,,,,,,,
WEST VIRGINIA,Cities,Weirton,19652,193,13,176,4,,,,,2,5,2,1,,2,3,,3,1,,61,13,103,9,,21,12,9,,,,235,,1,133,3,,22,2,74,15,2,45,31,29,2,,,,,,1,,,,10
WEST VIRGINIA,Cities,Welch,2366,21,19,1,1,,,,,,,,,,,,,,,,,,2,1,,3,,2,1,,,21,,,1,7,,2,,11,,1,,7,7,,,,,,,,,,,
WEST VIRGINIA,Cities,Wellsburg,2778,22,1,21,,,,,,,,,,,,,,,,,7,3,7,1,,6,6,,,,,30,,4,7,,,1,,18,2,,1,3,3,,,,,,,,,,,
WEST VIRGINIA,Cities,West Union,821,1,,1,,,,,,,,,,,,,,,,,4,2,3,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,
WEST VIRGINIA,Cities,Wheeling,28356,562,186,260,116,,,,,4,23,17,,2,4,,,,1,,232,30,274,6,,69,40,22,7,,,469,,,74,6,,45,7,337,47,43,3,159,156,3,,,,,,3,2,1,1,19
WEST VIRGINIA,Cities,White Sulphur Springs,2464,4,,4,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,
WEST VIRGINIA,Cities,Williamson,3164,26,7,19,,,,,,,1,,,,1,,,,,,18,2,25,1,,4,3,1,,,,34,,1,,,1,2,7,23,2,2,1,14,14,,,,,,,,1,1,,2
WEST VIRGINIA,Cities,Winfield,2322,4,,4,,,,,,,,,,,,,,,,,,,1,,,1,1,,,,,10,,,,1,,,,9,,1,,,,,,,,,,,,,,
WEST VIRGINIA,Metropolitan Counties,Berkeley,,531,48,469,14,1,1,,,4,25,10,,,15,3,1,2,8,,367,18,157,11,,82,65,17,,,,906,,,169,1,,226,25,485,50,24,39,127,127,,,,,,,1,3,3,,15
WEST VIRGINIA,Metropolitan Counties,Boone,,71,18,39,14,,,,,,2,1,1,,,,,,1,,34,,44,,,,,,,,,53,,,,,,,,53,5,,,,,,,,,,,,,,,
WEST VIRGINIA,Metropolitan Counties,Brooke,,50,3,42,5,,,,,1,3,2,,,1,,,,,,42,,27,1,,11,8,3,,,,40,,,,7,,2,,31,9,,2,5,5,,,,,,,,,,,1
WEST VIRGINIA,Metropolitan Counties,Fayette,,269,51,207,11,5,5,,,1,17,2,,8,7,,,,4,,202,15,178,,,32,23,8,,,1,269,,4,4,92,1,64,13,91,29,13,6,19,19,,,,,,,2,,,,13
WEST VIRGINIA,Metropolitan Counties,Hampshire,,125,84,16,25,,,,,,5,2,,,3,,,,1,,50,5,34,,,10,4,5,1,,,66,,,1,21,,9,1,34,5,1,4,26,22,4,,,,,,1,,,,9
WEST VIRGINIA,Metropolitan Counties,Hancock,,9,2,7,,,,,,,,,,,,,,,,,2,2,2,,,2,,2,,,,5,,,,,,1,,4,,,1,1,1,,,,,,,,,,,
WEST VIRGINIA,Metropolitan Counties,Jefferson,,132,23,102,7,,,,,1,6,,,1,5,,,,1,,22,9,121,2,,46,35,,11,,,361,,,48,40,,20,,253,7,5,9,19,19,,,,,,,,,,,6
WEST VIRGINIA,Metropolitan Counties,Marshall,,90,26,55,9,,,,,,4,1,,,3,,,,1,,55,4,88,2,,9,7,2,,,,125,3,,1,20,,15,,86,11,,3,30,28,2,,,,,,2,,,,2
WEST VIRGINIA,Metropolitan Counties,Mineral,,76,24,46,6,,,,,1,1,1,,,,,,,,,11,3,11,,,2,2,,,,,42,,,13,16,,4,,9,2,4,1,41,38,3,,,,,,1,,,,
WEST VIRGINIA,Metropolitan Counties,Preston,,94,49,24,21,,,,,1,4,3,,1,,1,1,,1,,48,10,18,,,7,4,1,2,,,122,,,28,6,,15,1,72,13,1,4,62,61,1,,,,,,,,,,6
WEST VIRGINIA,Metropolitan Counties,Raleigh,,467,91,334,42,3,3,,,1,28,16,,8,4,6,,6,5,,577,44,408,6,,69,56,5,8,,,616,,,75,1,,51,6,483,81,42,42,83,82,1,1,,1,,,2,,,,39
WEST VIRGINIA,Metropolitan Counties,Wirt,,27,22,2,3,,,,,,1,1,,,,,,,2,,15,2,16,,,5,3,1,1,,,27,,,1,1,,2,10,13,6,,1,5,5,,,,,,,,,,,
WEST VIRGINIA,Nonmetropolitan Counties,Braxton,,28,8,15,5,,,,,,2,,,1,1,,,,,,8,3,26,,,4,4,,,,,38,,,1,,,3,3,31,,1,,8,8,,,,,,,,,,,
WEST VIRGINIA,Nonmetropolitan Counties,Grant,,23,4,15,4,,,,,,1,1,,,,,,,,,8,1,8,,,3,1,,2,,,5,,,,3,,,,2,,,,12,12,,,,,,,,,,,3
WEST VIRGINIA,Nonmetropolitan Counties,Greenbrier,,68,4,62,2,,,,,,4,2,2,,,,,,2,,23,3,25,,,,,,,,,63,,,10,1,,1,,51,8,,,19,19,,,,,,,,,,,2
WEST VIRGINIA,Nonmetropolitan Counties,Hardy,,14,3,9,2,,,,,,1,,,,1,,,,1,,11,,13,,,4,3,,,,1,10,,,,1,,1,,8,1,,1,10,8,2,,,,,,,,,,2
WEST VIRGINIA,Nonmetropolitan Counties,Harrison,,189,44,141,4,,,,,,16,,2,9,5,,,,5,,91,13,138,3,,25,17,6,2,,,227,,,7,1,,13,,206,23,2,,59,59,,,,,,,1,,,,4
WEST VIRGINIA,Nonmetropolitan Counties,Jackson,,51,1,48,2,,,,,,,,,,,,,,1,,4,,,,,,,,,,,30,,,,20,,,,10,8,,1,,,,,,,,,,,,,
WEST VIRGINIA,Nonmetropolitan Counties,Lewis,,34,3,22,9,,,,,,,,,,,,,,,,5,1,7,1,,2,2,,,,,25,,,1,4,,1,,19,,,,9,9,,,,,,,,,,,3
WEST VIRGINIA,Nonmetropolitan Counties,Logan,,43,39,2,2,3,3,,,,1,1,,,,,,,1,,10,3,6,1,,5,2,1,2,,,29,,,2,,,2,,25,6,,4,8,8,,,,,,,,,,,2
WEST VIRGINIA,Nonmetropolitan Counties,Mason,,39,6,26,7,1,1,,,,3,1,,1,1,,,,,,,1,27,,,5,4,,1,,,123,,,1,103,,4,,15,14,1,,7,7,,,,,,,,,,,1
WEST VIRGINIA,Nonmetropolitan Counties,McDowell,,147,10,92,45,,,,,,,,,,,1,,1,1,,24,3,18,,,5,5,,,,,46,,,,20,,6,,20,4,3,3,22,22,,,,,,,,,,,2
WEST VIRGINIA,Nonmetropolitan Counties,Mercer,,198,48,141,9,1,1,,,2,5,2,1,,2,,,,3,,243,25,136,7,,30,26,1,3,,,205,,1,44,68,,46,21,25,42,9,4,36,36,,,,,,,,,,,7
WEST VIRGINIA,Nonmetropolitan Counties,Mingo,,45,3,32,10,,,,,,,,,,,,,,,,1,,4,,,,,,,,,1,,,,,,,,1,,,,4,4,,,,,,,,,,,
WEST VIRGINIA,Nonmetropolitan Counties,Monroe,,50,12,30,8,,,,,,2,1,,,1,,,,,,19,7,22,,,3,2,,1,,,66,,,,22,,7,4,33,3,2,,4,4,,,,,,,,,,,2
WEST VIRGINIA,Nonmetropolitan Counties,Morgan,,106,8,75,23,,,,,1,4,1,1,1,1,,,,,,37,4,48,1,1,2,2,,,,,55,,,7,,,1,2,45,8,,3,152,152,,,,,,,,,,,4
WEST VIRGINIA,Nonmetropolitan Counties,Nicholas,,207,147,35,25,,,,,,10,6,,,4,2,2,,7,,57,6,59,,,19,7,8,3,1,,162,,,19,,,1,,142,13,2,5,33,23,10,,,,,,,,,,9
WEST VIRGINIA,Nonmetropolitan Counties,Pleasants,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,,1,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,Nonmetropolitan Counties,Randolph,,34,28,3,3,1,1,,,,,,,,,,,,,,10,3,18,,,6,3,1,2,,,55,,,11,,,1,,43,1,1,1,9,9,,,,,,,,,,,4
WEST VIRGINIA,Nonmetropolitan Counties,Ritchie,,33,6,24,3,,,,,,1,,,,1,,,,2,,10,5,16,,,4,3,1,,,,28,,,,2,,2,3,21,1,1,,16,15,1,,,,,,1,,,,1
WEST VIRGINIA,Nonmetropolitan Counties,Roane,,52,13,35,4,,,,,,2,2,,,,1,,1,,,,3,22,,,7,6,,,,1,48,,,2,4,,2,,40,7,,1,31,31,,,,,,,,,,,2
WEST VIRGINIA,Nonmetropolitan Counties,Summers,,27,3,20,4,,,,,,,,,,,,,,,,11,,11,,,,,,,,,14,,,,5,,1,,8,,,,5,5,,,,,,,,,,,
WEST VIRGINIA,Nonmetropolitan Counties,Taylor,,4,2,2,,,,,,,,,,,,,,,,,4,,4,,,1,1,,,,,7,,,,,,1,,6,1,,,,,,,,,,,,,,,
WEST VIRGINIA,Nonmetropolitan Counties,Tucker,,14,7,5,2,,,,,,1,,,,1,,,,,,2,,10,,,1,,,1,,,9,,,1,1,,,,7,1,,,,,,,,,,,,,,,2
WEST VIRGINIA,Nonmetropolitan Counties,Tyler,,29,5,21,3,,,,,,4,,2,,2,1,,1,1,,23,4,25,,,,,,,,,54,,,,29,1,10,1,13,,,,12,12,,,,,,,3,,,,2
WEST VIRGINIA,Nonmetropolitan Counties,Upshur,,51,2,49,,,,,,2,,,,,,,,,,,22,1,24,,,10,5,1,4,,,54,,,3,1,,2,,48,2,1,1,6,6,,,,,,,,,,,1
WEST VIRGINIA,Nonmetropolitan Counties,Wyoming,,66,30,32,4,1,1,,,,2,2,,,,,,,2,,106,1,41,,,6,2,4,,,,151,,,1,2,,2,18,128,18,5,2,3,3,,,,,,,,,,,3
WEST VIRGINIA,Universities and Colleges,Concord University,2797,2,,2,,,,,,,,,,,,,,,,,3,1,2,,,1,1,,,,,5,,,,4,,1,,,,,,2,2,,,,,,,,,,,
WEST VIRGINIA,Universities and Colleges,Marshall University,13966,24,12,2,10,,,,,,,,,,,,,,,,2,1,38,,,1,1,,,,,84,,,3,,,2,,79,,1,1,21,21,,,,,,,,,,,
WEST VIRGINIA,Universities and Colleges,Potomac State College,1802,4,4,,,,,,,,,,,,,,,,,,2,,3,,,,,,,,,8,,,,1,,1,,6,,,,15,15,,,,,,,,,,,
WEST VIRGINIA,Universities and Colleges,Shepherd University,4393,6,,5,1,,,,,,4,1,,,3,,,,,,4,,14,,,1,1,,,,,21,,,,,,1,,20,,1,,7,7,,,,,,,,,,,
WEST VIRGINIA,Universities and Colleges,West Liberty University,2789,,,,,,,,,,1,1,,,,,,,,,,,1,,,1,,1,,,,4,,,,2,,,,2,,,,,,,,,,,,,,,,
WEST VIRGINIA,Universities and Colleges,West Virginia State University,2827,15,,10,5,,,,,,1,,,,1,,,,,,5,1,4,,,2,,2,,,,21,,,,,,1,,20,2,,,2,2,,,,,,,,,,,3
WEST VIRGINIA,Universities and Colleges,West Virginia University,29617,65,19,20,26,,,,,,3,2,,,1,,,,1,,22,3,77,1,,13,10,2,1,,,175,,,,138,,14,2,21,,3,,152,152,,,,,,,,,,,
WEST VIRGINIA,State Police Agencies,State Police:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WEST VIRGINIA,State Police Agencies,Beckley,,102,26,62,14,,,,,1,7,2,,2,3,5,4,1,1,,83,33,112,6,,42,36,,6,,,214,,,33,4,,12,63,102,21,4,27,236,203,33,,,,,,4,,,,14
WEST VIRGINIA,State Police Agencies,Berkeley Springs,,70,11,43,16,,,,,,2,1,1,,,1,,1,,,54,8,41,1,,8,5,,1,,2,58,,,4,4,,9,,41,12,1,2,26,21,5,,,,,,,,,,1
WEST VIRGINIA,State Police Agencies,Bridgeport,,91,2,82,7,,,,,1,10,2,,2,6,1,1,,,,53,7,65,3,,11,9,,2,,,120,,,5,,,3,36,76,17,,3,32,32,,,,,,,,,,,1
WEST VIRGINIA,State Police Agencies,Buckhannon,,72,3,56,13,1,1,,,,4,,1,1,2,,,,,,23,5,54,2,,3,2,,1,,,67,,,1,,,4,16,46,1,,3,13,10,3,,,,,,1,,,,1
WEST VIRGINIA,State Police Agencies,Clay,,44,9,28,7,1,1,,,,,,,,,,,,,,22,,15,,,4,2,2,,,,34,,,4,,,6,6,18,9,1,,36,34,2,,,,,,1,,,,6
WEST VIRGINIA,State Police Agencies,Elizabeth,,35,6,28,1,,,,,,3,,,1,2,1,,1,,,25,3,22,,,9,8,1,,,,23,,,1,,,,,22,2,,1,11,11,,,,,,,,,,,1
WEST VIRGINIA,State Police Agencies,Elkins,,149,21,99,29,2,1,,1,,17,9,2,1,5,,,,3,,74,14,134,4,,23,13,,3,,7,325,,,70,,,72,,183,24,1,8,77,73,4,,,,,,2,,,,4
WEST VIRGINIA,State Police Agencies,Fairmont,,30,7,17,6,,,,,1,3,,,1,2,,,,,,22,8,36,,,11,7,2,2,,,44,,,2,,,2,11,29,5,,5,45,45,,,,,,,1,,,,3
WEST VIRGINIA,State Police Agencies,Franklin,,31,5,14,12,,,,,,4,,,1,3,1,,1,1,,36,5,21,,,4,3,,1,,,20,,,2,3,,1,,14,4,,1,11,9,2,,,,,,2,,,,2
WEST VIRGINIA,State Police Agencies,Gauley Bridge,,16,7,9,,,,,,,,,,,,,,,,,9,5,12,,,10,7,2,1,,,36,,,,2,,,4,30,3,1,,11,11,,,,,,,1,,,,
WEST VIRGINIA,State Police Agencies,Gilbert,,81,11,32,38,,,,,,1,1,,,,,,,,,18,3,21,,,7,7,,,,,34,,3,,,,1,5,25,5,1,3,35,34,1,,,,,,,,,,2
WEST VIRGINIA,State Police Agencies,Glenville,,58,8,20,30,,,,,,6,,,1,5,3,2,1,,,4,2,11,1,,4,3,,1,,,22,,,1,,,2,3,16,3,,,35,34,1,,,,,,,,,,2
WEST VIRGINIA,State Police Agencies,Grafton,,4,1,1,2,,,,,,1,,,,1,,,,,,4,1,4,,,1,,1,,,,14,,,,1,1,7,1,4,2,,,3,3,,,,,,,1,,,,1
WEST VIRGINIA,State Police Agencies,Grantsville,,47,10,30,7,1,1,,,,4,2,1,,1,,,,8,,13,,43,,,2,2,,,,,27,,,1,,1,1,5,19,3,1,,55,50,5,,,,,,,,,,1
WEST VIRGINIA,State Police Agencies,Hamlin,,134,38,83,13,1,1,,,,7,1,1,3,2,1,1,,2,,96,5,117,,,7,4,,3,,,228,,,12,,,3,24,189,27,3,3,115,112,3,,,,,,1,,,,4
WEST VIRGINIA,State Police Agencies,Harrisville,,28,5,22,1,,,,,1,3,2,,1,,,,,,,19,5,17,,,7,4,,3,,,25,,,2,2,,4,,17,13,,2,53,52,1,,,,,,,,,,2
WEST VIRGINIA,State Police Agencies,Hinton,,23,4,14,5,,,,,,,,,,,,,,,,38,5,24,,,7,6,,1,,,26,,,,1,,6,2,17,4,,2,2,2,,,,,,,,,,,4
WEST VIRGINIA,State Police Agencies,Hundred,,50,8,36,6,,,,,,,,,,,,,,2,,19,,17,,,13,11,2,,,,27,,,2,3,,1,3,18,9,,1,9,9,,,,,,,,,,,
WEST VIRGINIA,State Police Agencies,Huntington,,174,22,119,33,,,,,2,16,,,12,4,1,,1,1,,81,44,141,6,,47,33,1,13,,,529,,1,272,1,,23,6,226,28,5,6,119,110,9,,,,,,2,,,,8
WEST VIRGINIA,State Police Agencies,Internet Crimes Against Children Unit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,1,1,,
WEST VIRGINIA,State Police Agencies,Jesse,,19,5,10,4,,,,,,2,1,,,1,,,,1,,6,2,10,,,2,1,1,,,,26,,,,1,,3,1,21,4,,2,29,29,,,,,,,,,,,1
WEST VIRGINIA,State Police Agencies,Kearneysville,,155,20,115,20,,,,,1,11,1,,8,2,,,,1,,98,6,110,6,,42,29,10,2,,1,182,,,62,45,,27,20,28,16,1,6,84,84,,,,,,,,1,1,,13
WEST VIRGINIA,State Police Agencies,Keyser,,164,29,95,40,,,,,1,14,6,1,3,4,1,,1,1,,86,13,112,,,36,32,,4,,,146,,,17,6,,15,10,98,17,1,16,44,44,,,,,,,1,,,,8
WEST VIRGINIA,State Police Agencies,Kingwood,,115,27,70,18,1,1,,,3,16,4,1,2,9,1,,1,3,,45,9,64,1,,21,15,1,5,,,79,,,7,1,,13,4,54,17,2,4,102,102,,,,,,,,,,,8
WEST VIRGINIA,State Police Agencies,Logan,,261,79,152,30,,,,,2,15,7,,4,4,,,,,,94,18,123,4,,42,21,,4,,17,299,,,16,102,,22,99,60,50,8,7,264,257,7,,,,,,1,1,,1,18
WEST VIRGINIA,State Police Agencies,Madison,,101,24,66,11,,,,,,4,,,,4,,,,1,,46,33,51,,,17,13,,3,1,,154,,,20,2,,4,39,89,18,1,9,99,99,,,,,,,,1,,1,4
WEST VIRGINIA,State Police Agencies,Marlinton,,86,15,64,7,,,,,,5,2,,2,1,1,1,,1,,20,1,32,3,,6,5,,1,,,37,,,,3,,7,,27,2,,,20,20,,,,,,,1,,,,6
WEST VIRGINIA,State Police Agencies,Martinsburg,,308,52,209,47,3,3,,,,31,6,4,1,20,3,2,1,1,,186,16,182,1,,82,45,32,5,,,378,,,76,13,,96,61,132,54,10,21,170,170,,,,,,,,,,,20
WEST VIRGINIA,State Police Agencies,Moorefield,,62,15,38,9,,,,,,7,3,,3,1,,,,,,15,2,23,,,9,6,,3,,,23,,,1,,,2,2,18,5,,,19,16,3,,,,,,2,,,,4
WEST VIRGINIA,State Police Agencies,Morgantown,,268,25,196,47,1,1,,,,23,10,,6,7,,,,,,128,43,309,9,,62,51,2,6,,3,471,,,148,14,,102,9,198,42,6,8,76,74,2,,,,,,1,,,,8
WEST VIRGINIA,State Police Agencies,Moundsville,,33,2,25,6,,,,,,8,,2,2,4,,,,,,5,4,10,,,10,9,1,,,,30,,,1,13,,,12,4,,,1,61,61,,,,,,,,,,,2
WEST VIRGINIA,State Police Agencies,New Cumberland,,10,3,2,5,,,,,1,5,2,,,3,,,,,,1,1,1,,,7,5,,2,,,15,,,1,,,1,8,5,,1,,3,3,,,,,,,,,,,
WEST VIRGINIA,State Police Agencies,Oak Hill,,57,10,44,3,,,,,,4,,,2,2,,,,,,30,14,41,,,10,6,1,3,,,104,,,3,20,,24,,57,7,3,3,114,112,2,,,,,,,1,1,,11
WEST VIRGINIA,State Police Agencies,Paden City,,35,9,20,6,,,,,,2,1,,,1,,,,2,,16,3,12,,,6,4,1,1,,,14,,,1,,,,1,12,3,,,9,9,,,,,,,,,,,1
WEST VIRGINIA,State Police Agencies,Parkersburg,,25,3,22,,,,,,,6,1,,3,2,,,,,,18,3,26,2,,19,13,4,2,,,68,,,1,,,10,1,56,9,,2,96,93,3,,,,,,,,,,2
WEST VIRGINIA,State Police Agencies,Parsons,,25,1,17,7,,,,,,3,1,,,2,,,,,,9,2,23,,,4,3,,1,,,20,,1,6,,,,,13,1,,,10,10,,,,,,,,1,,1,2
WEST VIRGINIA,State Police Agencies,Petersburg,,63,8,36,19,,,,,1,8,1,,4,3,,,,,,17,4,22,,,9,8,,1,,,22,,,2,,,3,4,13,5,,,11,10,1,,,,,,,,,,3
WEST VIRGINIA,State Police Agencies,Philippi,,29,6,21,2,,,,,,1,,,1,,2,,2,,,30,1,19,,,5,3,1,1,,,29,,,2,11,,5,3,8,9,,,10,10,,,,,,,,,,,4
WEST VIRGINIA,State Police Agencies,Point Pleasant,,36,6,28,2,1,1,,,,8,2,1,2,3,,,,1,,41,9,27,,,21,19,,2,,,48,,,4,,,,2,42,9,2,1,41,28,13,,,,,,1,,,,3
WEST VIRGINIA,State Police Agencies,Princeton,,206,26,156,24,1,1,,,1,5,3,,,2,,,,1,,130,32,108,10,,48,37,1,10,,,312,,,55,,,61,,196,46,5,4,32,32,,,,,,,2,,,,9
WEST VIRGINIA,State Police Agencies,Quincy,,57,11,28,18,,,,,1,8,2,1,2,3,,,,,,33,16,30,6,,19,16,2,1,,,161,,,35,1,,2,5,118,14,1,6,119,114,5,,,,,,,,,,3
WEST VIRGINIA,State Police Agencies,Rainelle,,26,4,18,4,,,,,,,,,,,1,,1,2,,29,7,25,,,5,2,2,1,,,56,,,3,,,2,2,49,7,,,22,19,3,,,,,,,,,,4
WEST VIRGINIA,State Police Agencies,Richwood,,18,4,12,2,,,,,,4,,,,4,1,,1,1,,5,,4,,,4,3,,1,,,27,,,4,7,,2,4,10,1,,1,27,24,3,,,,,,,,,,1
WEST VIRGINIA,State Police Agencies,Ripley,,53,5,30,18,,,,,,9,1,3,1,4,1,1,,,,35,3,70,,,10,6,1,3,,,72,,3,1,,,13,13,42,7,,,39,38,1,,,,,,2,,,,3
WEST VIRGINIA,State Police Agencies,Romney,,102,12,71,19,,,,,,6,2,1,2,1,2,,2,,,38,11,54,,,17,16,,1,,,59,,,10,2,,3,13,31,9,1,8,53,44,9,,,,,,3,,,,3
